,Date,0,1,2
315,2019-04-04,-7.3806515,10.632731,-1.0923411
316,2019-04-05,-9.156207,8.236537,-2.0085633
317,2019-04-08,-9.61851,7.728934,-1.7532086
318,2019-04-09,-9.097726,8.408586,-1.4635234
319,2019-04-10,-9.924046,7.088192,-1.7694864
320,2019-04-11,-7.759569,10.099418,-0.26981166
321,2019-04-12,-7.523806,10.212995,0.18274122
322,2019-04-15,-5.912807,11.331912,1.1160939
323,2019-04-16,-8.873449,8.561295,-0.44713676
324,2019-04-17,-9.032944,8.433468,-0.55128694
325,2019-04-18,-9.450513,7.9217625,-0.82317024
326,2019-04-22,-6.368771,10.993464,1.0234491
327,2019-04-23,-5.470835,11.539184,1.2943921
328,2019-04-24,-5.097135,11.655117,1.2230736
329,2019-04-25,-3.150531,13.925982,0.80381185
330,2019-04-26,-2.8691912,15.137839,0.23568824
331,2019-04-29,-3.6234255,14.680074,-0.42574283
332,2019-04-30,-4.580961,14.227764,-0.99577117
333,2019-05-01,-4.564173,14.611164,-1.2208428
334,2019-05-02,-6.919716,12.273877,-1.8824018
335,2019-05-03,-9.143685,8.951975,-2.1251607
336,2019-05-06,-9.534415,7.99721,-2.2883415
337,2019-05-07,-8.811903,9.54882,-1.9275364
338,2019-05-08,-8.391738,10.256595,-1.8028562
339,2019-05-09,-7.142154,11.894468,-1.7756958
340,2019-05-10,-6.989163,12.128005,-1.7107023
341,2019-05-13,-4.158012,14.66592,-0.7040894
342,2019-05-14,-5.570644,13.444844,-1.1913105
343,2019-05-15,-5.5158386,13.454564,-1.0820694
344,2019-05-16,-5.628487,13.430332,-0.9636753
345,2019-05-17,-3.6707842,15.186134,-0.44381186
346,2019-05-20,-3.4980958,15.687145,-0.54887444
347,2019-05-21,-4.2570376,15.341501,-1.0939302
348,2019-05-22,-4.3723826,15.551096,-1.1594992
349,2019-05-23,-4.7949247,15.398179,-1.4849253
350,2019-05-24,-5.3223124,15.196639,-1.7201438
351,2019-05-28,-5.5191627,15.112515,-1.7975528
352,2019-05-29,-5.7288556,14.9440565,-1.8541532
353,2019-05-30,-6.013079,14.7076025,-1.9088361
354,2019-05-31,-6.005688,14.716725,-1.8920935
355,2019-06-03,-5.7843137,14.864949,-1.8155793
356,2019-06-04,-7.4441824,12.629008,-2.0532134
357,2019-06-05,-8.979946,10.08177,-2.302128
358,2019-06-06,-11.710907,3.0513039,-4.7816844
359,2019-06-07,-11.730011,2.8141828,-4.72868
360,2019-06-10,-11.844872,1.9424698,-4.639349
361,2019-06-11,-11.858762,1.6893234,-4.5286646
362,2019-06-12,-11.566914,2.862504,-4.224392
363,2019-06-13,-11.421049,3.3293211,-3.8855777
364,2019-06-14,-11.398483,3.3024611,-3.6951256
365,2019-06-17,-11.646351,1.7579428,-3.210343
366,2019-06-18,-11.785482,1.2030226,-2.9454246
367,2019-06-19,-11.785204,1.7489885,-2.677831
368,2019-06-20,-11.786806,2.9084165,-2.2186441
369,2019-06-21,-11.790112,3.1008298,-2.0947518
370,2019-06-24,-11.87315,2.4458456,-2.011435
371,2019-06-25,-11.863573,3.4083836,-1.2208617
372,2019-06-26,-11.796897,3.607666,-1.021796
373,2019-06-27,-11.723227,3.7668657,-0.9165758
374,2019-06-28,-12.015639,3.0373309,-1.0819374
375,2019-07-01,-12.115342,-0.6325544,-2.4634547
376,2019-07-02,-12.195501,2.3261845,-1.046177
377,2019-07-03,-11.927851,-2.4542382,-3.0276885
378,2019-07-05,-12.237842,-1.3025125,-2.155825
379,2019-07-08,-12.451875,1.8725705,-0.6489444
380,2019-07-09,-12.4211645,2.1090593,-0.55304164
381,2019-07-10,-12.29593,-2.0510192,-1.9279104
382,2019-07-11,-12.312615,-2.223962,-1.8568965
383,2019-07-12,-12.236702,-3.187003,-1.8468196
384,2019-07-15,-12.067831,-4.033581,-2.0076938
385,2019-07-16,-12.196658,-4.22964,-1.5587506
386,2019-07-17,-12.118961,-4.6044827,-1.5863056
387,2019-07-18,-12.265764,-4.7725854,-1.042806
